Variable,Employment,Professional - Type of Employment,Measured_Unit,Country,Year,Value,Flag Codes,Flags
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"annual income, NCU",20 - Netherlands,2015,53284.0,D,Difference in methodology
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"annual income, NCU",20 - Netherlands,2016,54382.0,D,Difference in methodology
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"annual income, NCU",20 - Netherlands,2017,54896.0,D,Difference in methodology
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"annual income, NCU",20 - Netherlands,2018,55793.2,D,Difference in methodology
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"annual income, NCU",20 - Netherlands,2019,56375.96,D,Difference in methodology
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"annual income, NCU",20 - Netherlands,2020,60048.49,D,Difference in methodology
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"annual income, NCU",20 - Netherlands,2021,60920.51,D,Difference in methodology
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"annual income, NCU at 2015 GDP price level",20 - Netherlands,2010,49948.9,D,Difference in methodology
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"annual income, NCU at 2015 GDP price level",20 - Netherlands,2011,51173.74,D,Difference in methodology
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"annual income, NCU at 2015 GDP price level",20 - Netherlands,2012,52401.66,D,Difference in methodology
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"annual income, NCU at 2015 GDP price level",20 - Netherlands,2013,52974.97,D,Difference in methodology
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"annual income, NCU at 2015 GDP price level",20 - Netherlands,2014,52605.38,D,Difference in methodology
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"annual income, NCU at 2015 GDP price level",20 - Netherlands,2015,53284.0,D,Difference in methodology
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"annual income, NCU at 2015 GDP price level",20 - Netherlands,2016,54135.86,D,Difference in methodology
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"annual income, NCU at 2015 GDP price level",20 - Netherlands,2017,53967.17,D,Difference in methodology
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"annual income, NCU at 2015 GDP price level",20 - Netherlands,2018,53544.26,D,Difference in methodology
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"annual income, NCU at 2015 GDP price level",20 - Netherlands,2019,52511.02,D,Difference in methodology
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"annual income, NCU at 2015 GDP price level",20 - Netherlands,2020,54873.5,D,Difference in methodology
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"annual income, NCU at 2015 GDP price level",20 - Netherlands,2021,54355.64,D,Difference in methodology
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,income per average wage,20 - Netherlands,2010,1.13,D,Difference in methodology
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,income per average wage,20 - Netherlands,2011,1.14,D,Difference in methodology
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,income per average wage,20 - Netherlands,2012,1.16,D,Difference in methodology
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,income per average wage,20 - Netherlands,2013,1.16,D,Difference in methodology
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,income per average wage,20 - Netherlands,2014,1.15,D,Difference in methodology
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,income per average wage,20 - Netherlands,2015,1.16,D,Difference in methodology
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,income per average wage,20 - Netherlands,2016,1.17,D,Difference in methodology
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,income per average wage,20 - Netherlands,2017,1.18,D,Difference in methodology
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,income per average wage,20 - Netherlands,2018,1.18,D,Difference in methodology
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,income per average wage,20 - Netherlands,2019,1.17,D,Difference in methodology
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,income per average wage,20 - Netherlands,2020,1.2,D,Difference in methodology
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,income per average wage,20 - Netherlands,2021,1.19,D,Difference in methodology
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, /capita GDP",20 - Netherlands,2010,1.25,D,Difference in methodology
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, /capita GDP",20 - Netherlands,2011,1.27,D,Difference in methodology
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, /capita GDP",20 - Netherlands,2012,1.31,D,Difference in methodology
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, /capita GDP",20 - Netherlands,2013,1.33,D,Difference in methodology
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, /capita GDP",20 - Netherlands,2014,1.31,D,Difference in methodology
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, /capita GDP",20 - Netherlands,2015,1.31,D,Difference in methodology
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, /capita GDP",20 - Netherlands,2016,1.31,D,Difference in methodology
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, /capita GDP",20 - Netherlands,2017,1.27,D,Difference in methodology
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, /capita GDP",20 - Netherlands,2018,1.24,D,Difference in methodology
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, /capita GDP",20 - Netherlands,2019,1.2,D,Difference in methodology
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, /capita GDP",20 - Netherlands,2020,1.31,D,Difference in methodology
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, /capita GDP",20 - Netherlands,2021,1.25,D,Difference in methodology
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, PPP for private consumption, in US$",20 - Netherlands,2010,54514.0,D,Difference in methodology
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, PPP for private consumption, in US$",20 - Netherlands,2011,56103.38,D,Difference in methodology
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, PPP for private consumption, in US$",20 - Netherlands,2012,58017.99,D,Difference in methodology
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, PPP for private consumption, in US$",20 - Netherlands,2013,60079.77,D,Difference in methodology
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, PPP for private consumption, in US$",20 - Netherlands,2014,59207.29,D,Difference in methodology
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, PPP for private consumption, in US$",20 - Netherlands,2015,59975.8,D,Difference in methodology
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, PPP for private consumption, in US$",20 - Netherlands,2016,62295.31,D,Difference in methodology
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, PPP for private consumption, in US$",20 - Netherlands,2017,63760.2,D,Difference in methodology
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, PPP for private consumption, in US$",20 - Netherlands,2018,66116.18,D,Difference in methodology
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, PPP for private consumption, in US$",20 - Netherlands,2019,66742.31,D,Difference in methodology
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, PPP for private consumption, in US$",20 - Netherlands,2020,71391.11,D,Difference in methodology
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, PPP for private consumption, in US$",20 - Netherlands,2021,71688.81,D,Difference in methodology
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, US$ exchange rate",20 - Netherlands,2010,63670.19,D,Difference in methodology
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, US$ exchange rate",20 - Netherlands,2011,68623.38,D,Difference in methodology
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, US$ exchange rate",20 - Netherlands,2012,65797.89,D,Difference in methodology
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, US$ exchange rate",20 - Netherlands,2013,69641.21,D,Difference in methodology
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, US$ exchange rate",20 - Netherlands,2014,69350.42,D,Difference in methodology
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, US$ exchange rate",20 - Netherlands,2015,59119.31,D,Difference in methodology
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, US$ exchange rate",20 - Netherlands,2016,60195.63,D,Difference in methodology
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, US$ exchange rate",20 - Netherlands,2017,62014.94,D,Difference in methodology
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, US$ exchange rate",20 - Netherlands,2018,65889.2,D,Difference in methodology
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, US$ exchange rate",20 - Netherlands,2019,63111.47,D,Difference in methodology
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, US$ exchange rate",20 - Netherlands,2020,68587.19,D,Difference in methodology
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"income, US$ exchange rate",20 - Netherlands,2021,72053.15,D,Difference in methodology
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"annual income, NCU",43 - New Zealand,2010,72385.0,D,Difference in methodology
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"annual income, NCU",43 - New Zealand,2011,72876.0,D,Difference in methodology
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"annual income, NCU",43 - New Zealand,2012,74362.0,D,Difference in methodology
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"annual income, NCU",43 - New Zealand,2013,75544.0,D,Difference in methodology
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"annual income, NCU",43 - New Zealand,2014,78387.0,D,Difference in methodology
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"annual income, NCU",43 - New Zealand,2015,77363.0,B; D,Break; Difference in methodology
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"annual income, NCU",43 - New Zealand,2016,77805.0,D,Difference in methodology
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"annual income, NCU",43 - New Zealand,2017,79262.0,D,Difference in methodology
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"annual income, NCU",43 - New Zealand,2018,81564.0,D,Difference in methodology
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"annual income, NCU",43 - New Zealand,2019,87218.0,D,Difference in methodology
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"annual income, NCU",43 - New Zealand,2020,87934.0,D,Difference in methodology
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"annual income, NCU",43 - New Zealand,2021,91070.0,E; D,Estimated value; Difference in methodology
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"annual income, NCU",43 - New Zealand,2022,106075.0,B; D,Break; Difference in methodology
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"annual income, NCU at 2015 GDP price level",43 - New Zealand,2010,78288.32,D,Difference in methodology
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"annual income, NCU at 2015 GDP price level",43 - New Zealand,2011,77203.12,D,Difference in methodology
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"annual income, NCU at 2015 GDP price level",43 - New Zealand,2012,79160.33,D,Difference in methodology
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"annual income, NCU at 2015 GDP price level",43 - New Zealand,2013,76660.18,D,Difference in methodology
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"annual income, NCU at 2015 GDP price level",43 - New Zealand,2014,79109.47,D,Difference in methodology
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"annual income, NCU at 2015 GDP price level",43 - New Zealand,2015,77363.0,B; D,Break; Difference in methodology
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"annual income, NCU at 2015 GDP price level",43 - New Zealand,2016,76065.13,D,Difference in methodology
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"annual income, NCU at 2015 GDP price level",43 - New Zealand,2017,75466.64,D,Difference in methodology
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"annual income, NCU at 2015 GDP price level",43 - New Zealand,2018,76603.19,D,Difference in methodology
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"annual income, NCU at 2015 GDP price level",43 - New Zealand,2019,79558.48,D,Difference in methodology
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"annual income, NCU at 2015 GDP price level",43 - New Zealand,2020,79171.29,D,Difference in methodology
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"annual income, NCU at 2015 GDP price level",43 - New Zealand,2021,78369.66,E; D,Estimated value; Difference in methodology
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,"annual income, NCU at 2015 GDP price level",43 - New Zealand,2022,86403.23,B; D,Break; Difference in methodology
Remuneration of hospital nurses,Salaried,hospital nurses - Salaried,income per average wage,43 - New Zealand,2010,1.28,D,Difference in methodology
